Horizontal_Distance_To_Roadways,Soil_Type22,Soil_Type23,Soil_Type29,Horizontal_Distance_To_Fire_Points,Slope,Wilderness_Area4,Soil_Type39,Soil_Type38,Soil_Type2,Soil_Type40,Soil_Type4
1708,0,0,0,2126,18,0,0,0,0,0,0
1749,0,0,0,1620,17,0,0,0,0,0,0
2215,0,0,0,1921,26,0,0,0,0,0,0
1020,0,0,1,3456,16,0,0,0,0,0,0
150,0,0,1,1493,17,0,0,0,0,0,0
212,0,0,0,800,19,1,0,0,0,0,0
2350,1,0,0,912,12,0,0,0,0,0,0
2109,0,0,0,2789,31,0,0,0,0,0,0
782,0,0,0,703,35,1,0,0,0,0,0
2412,0,0,0,1510,28,0,0,0,0,0,0
1928,0,0,0,3951,11,0,0,0,0,0,0
1001,0,0,0,899,7,0,0,0,1,0,0
5187,0,0,0,2508,2,0,0,0,0,0,0
1471,0,0,1,391,14,0,0,0,0,0,0
4307,0,0,1,3017,10,0,0,0,0,0,0
3168,0,0,0,566,17,0,0,0,0,0,0
1758,0,0,0,1445,11,0,0,0,0,0,0
2385,0,0,0,1154,24,0,0,0,0,1,0
1120,0,1,0,3221,7,0,0,0,0,0,0
866,0,0,0,797,15,0,0,0,0,0,0
2613,0,0,0,2480,12,0,0,0,0,0,0
983,0,0,0,1213,34,0,0,0,0,0,0
1154,0,0,0,1749,7,0,0,0,0,0,0
1020,0,0,0,2173,14,0,0,0,0,0,0
3515,0,0,0,4798,4,0,0,0,0,0,0
4351,0,0,1,2620,15,0,0,0,0,0,0
1680,0,1,0,433,4,0,0,0,0,0,0
6592,0,0,1,2081,12,0,0,0,0,0,0
2520,0,0,0,999,14,0,0,0,0,0,0
1441,0,0,0,2221,16,0,1,0,0,0,0
3357,1,0,0,977,11,0,0,0,0,0,0
990,0,0,0,2215,9,0,1,0,0,0,0
765,0,0,0,2482,11,0,0,0,0,0,0
5324,0,1,0,2678,3,0,0,0,0,0,0
2242,0,0,0,1652,13,0,0,0,0,0,0
1282,0,0,0,1040,19,0,1,0,0,0,0
3917,0,0,0,2255,6,0,0,0,0,0,0
4884,0,0,1,469,6,0,0,0,0,0,0
2881,0,0,0,2806,12,0,0,0,0,0,0
735,0,0,0,335,11,0,0,0,0,0,0
2748,0,0,0,6043,5,0,0,0,0,0,0
2147,0,0,0,470,17,0,0,0,0,0,0
5521,0,0,1,1500,8,0,0,0,0,0,0
1405,0,0,0,888,37,1,0,0,0,0,0
3540,0,0,0,977,26,0,0,0,0,0,0
2186,0,0,1,842,15,0,0,0,0,0,0
940,0,0,0,2249,5,0,0,1,0,0,0
3622,0,0,0,4329,7,0,0,0,0,0,0
912,0,0,0,1746,12,0,0,0,0,0,0
1518,0,0,0,1087,47,0,0,0,0,0,0
1273,0,0,0,1510,33,0,0,0,0,0,0
1476,0,1,0,430,17,0,0,0,0,0,0
4159,0,0,0,4484,13,0,0,0,0,0,0
2067,0,0,0,2523,13,0,0,0,0,0,0
339,0,0,0,1215,13,1,0,0,0,0,0
2255,0,0,0,2313,15,0,0,0,0,0,0
2254,1,0,0,1015,5,0,0,0,0,0,0
3763,0,0,1,4258,12,0,0,0,0,0,0
1920,0,0,1,2774,19,0,0,0,0,0,0
3187,0,0,0,1154,14,0,0,0,0,0,0
4053,0,0,0,3539,6,0,0,0,0,0,0
5771,0,0,1,859,14,0,0,0,0,0,0
558,1,0,0,849,8,0,0,0,0,0,0
1635,0,0,0,930,16,1,0,0,1,0,0
5286,1,0,0,513,11,0,0,0,0,0,0
400,0,0,0,366,19,0,0,0,0,0,0
2467,0,0,0,1231,12,0,0,0,0,0,0
511,1,0,0,384,20,0,0,0,0,0,0
1252,0,0,0,488,29,0,0,0,0,0,1
911,0,0,0,1158,28,0,0,0,0,0,0
2003,0,0,0,1575,13,0,0,0,0,0,0
2533,0,0,0,495,13,0,0,0,0,0,0
390,0,0,0,1168,10,0,0,0,0,0,0
2363,0,0,0,2185,6,0,0,0,0,0,0
2706,0,1,0,1168,24,0,0,0,0,0,0
4295,0,1,0,3896,6,0,0,0,0,0,0
2845,0,0,0,30,15,0,0,0,0,0,0
2962,0,0,0,859,15,0,0,0,0,0,0
4857,0,0,1,1269,8,0,0,0,0,0,0
6088,1,0,0,1539,6,0,0,0,0,0,0
1396,0,0,0,592,22,0,0,0,0,0,0
2431,0,0,0,3690,25,0,1,0,0,0,0
3151,0,1,0,1441,13,0,0,0,0,0,0
677,0,1,0,1782,8,0,0,0,0,0,0
1495,0,0,0,1239,10,0,0,0,0,1,0
1075,1,0,0,2073,8,0,0,0,0,0,0
2190,0,0,1,7111,29,0,0,0,0,0,0
1140,0,0,0,1034,48,0,1,0,0,0,0
2410,0,0,0,2140,18,0,0,0,0,0,0
4994,0,0,1,864,7,0,0,0,0,0,0
4178,0,0,1,1445,8,0,0,0,0,0,0
2068,0,0,0,1830,19,0,0,0,0,0,0
524,0,1,0,895,12,0,0,0,0,0,0
2496,0,0,0,2589,15,0,1,0,0,0,0
4375,1,0,0,2040,11,0,0,0,0,0,0
3589,0,0,0,1057,10,0,0,0,0,0,0
1710,0,1,0,1194,7,0,0,0,0,0,0
4096,0,0,0,1184,10,0,0,0,0,0,0
342,0,0,0,1463,33,0,0,0,0,0,0
5610,0,0,1,4262,12,0,0,0,0,0,0
1260,0,0,0,2021,13,0,0,0,0,0,0
5715,0,0,1,2054,13,0,0,0,0,0,0
2273,0,0,0,3298,10,0,0,0,0,0,0
3104,0,0,0,1535,49,0,0,0,0,0,1
2036,0,0,0,242,14,0,0,0,0,0,0
1604,0,0,0,541,35,0,1,0,0,0,0
1801,0,0,0,2768,16,0,0,0,0,0,0
3598,1,0,0,932,10,0,0,0,0,0,0
2106,0,1,0,2589,10,0,0,0,0,0,0
360,0,0,0,1047,12,0,0,0,0,0,0
150,0,0,0,600,34,1,0,0,0,0,0
890,0,0,1,797,14,0,0,0,0,0,0
2089,0,0,0,2938,17,0,0,0,0,0,0
4070,0,0,0,2218,14,0,0,0,0,0,0
2147,0,0,0,270,15,0,0,0,0,0,0
1177,0,0,1,2331,11,0,0,0,0,0,0
1860,0,0,0,2278,6,0,0,0,0,0,0
361,0,1,0,1952,13,0,0,0,0,0,0
2550,0,0,0,2644,26,0,0,0,0,0,0
1436,0,0,0,4482,13,0,0,0,0,0,0
1723,0,0,1,1236,14,0,0,0,0,0,0
6445,0,0,1,3721,7,0,0,0,0,0,0
3471,0,1,0,2998,10,0,0,0,0,0,0
1351,0,0,0,2367,20,0,0,0,0,0,0
1939,0,0,0,1392,20,0,0,0,0,0,1
1844,0,0,0,2938,12,0,0,0,0,0,0
5646,0,0,1,6334,5,0,0,0,0,0,0
2093,0,0,0,2463,20,0,0,0,0,0,0
1756,0,0,0,1800,7,0,0,0,0,0,0
1561,0,0,0,1063,11,0,0,0,0,0,0
5255,0,0,0,3092,12,0,0,0,0,0,0
408,0,0,0,2467,6,0,0,0,0,0,0
841,1,0,0,1008,6,0,0,0,0,0,0
4905,0,0,1,3369,11,0,0,0,0,0,0
4189,0,0,0,5006,15,0,0,0,0,0,0
518,0,0,0,1034,8,0,0,0,0,0,0
595,0,0,0,466,25,1,0,0,0,0,0
1385,0,0,0,560,28,0,0,0,0,0,0
3894,0,0,1,3812,9,0,0,0,0,0,0
2594,0,0,0,2024,3,0,0,0,0,0,0
1471,0,0,0,1863,17,0,0,0,0,0,0
6467,0,0,0,3372,5,0,0,0,0,0,0
480,1,0,0,1922,10,0,0,0,0,0,0
5276,0,0,1,3662,11,0,0,0,0,0,0
1201,0,0,0,541,7,0,0,0,0,0,0
390,0,0,1,1326,12,0,0,0,0,0,0
1788,0,0,0,2672,10,0,0,0,0,0,0
5330,0,0,1,914,9,0,0,0,0,0,0
1239,0,0,1,2064,15,0,0,0,0,0,0
1537,0,0,0,2197,14,0,0,0,0,0,0
3748,0,0,0,2309,8,0,0,0,0,0,0
5557,0,0,0,5462,3,0,0,0,0,0,0
5313,1,0,0,3059,10,0,0,0,0,0,0
3840,0,0,0,824,15,0,0,0,0,0,0
2174,0,0,0,1677,9,0,0,0,0,0,0
3625,0,0,0,2188,22,0,0,0,0,0,0
150,1,0,0,644,21,0,0,0,0,0,0
5742,0,0,1,3523,15,0,0,0,0,0,0
2646,0,0,0,1622,16,0,0,0,0,0,0
2647,0,0,0,5167,5,0,0,0,0,0,0
1405,0,0,1,2214,4,0,0,0,0,0,0
792,0,0,0,960,6,0,0,0,0,1,0
1358,0,0,0,1987,10,0,0,0,0,0,0
5569,0,0,1,1489,9,0,0,0,0,0,0
2829,0,0,1,5662,13,0,0,0,0,0,0
1172,0,0,1,2474,27,0,0,0,0,0,0
3907,0,1,0,3247,6,0,0,0,0,0,0
1533,0,0,0,1550,20,0,0,0,0,0,0
750,0,1,0,2290,3,0,0,0,0,0,0
553,0,0,0,2308,20,0,0,0,0,0,0
379,0,0,0,1191,26,0,0,0,1,0,0
994,0,0,0,1087,18,0,0,0,0,0,1
2885,0,0,0,1194,3,0,0,0,0,0,0
1471,0,0,1,2702,8,0,0,0,0,0,0
2773,0,0,0,1500,25,0,0,0,0,0,0
443,0,0,0,882,15,0,0,0,0,0,0
3747,0,0,1,1082,6,0,0,0,0,0,0
2053,1,0,0,1328,10,0,0,0,0,0,0
576,0,0,0,638,24,1,0,0,0,0,0
642,0,0,0,60,19,1,0,0,1,0,0
1455,0,0,0,1084,25,0,0,0,0,0,0
4800,0,0,1,1381,10,0,0,0,0,0,0
1734,0,0,1,2791,10,0,0,0,0,0,0
1205,0,0,0,834,5,0,0,0,0,0,0
4070,0,0,0,5004,16,0,0,0,0,0,0
3326,0,0,0,5527,8,0,0,0,0,0,0
1909,0,0,0,2850,18,0,0,0,0,0,0
283,0,1,0,1289,12,0,0,0,0,0,0
1842,0,0,0,765,6,0,0,0,0,0,0
1075,0,0,0,1718,18,0,0,0,0,0,0
720,1,0,0,1932,7,0,0,0,0,0,0
5766,1,0,0,1237,6,0,0,0,0,0,0
680,0,0,1,2741,8,0,0,0,0,0,0
1594,0,0,0,2687,21,0,0,0,0,0,0
1645,0,0,0,2647,25,0,0,0,0,0,0
2147,0,0,0,1350,9,0,0,0,0,0,0
3976,0,0,1,5347,16,0,0,0,0,0,0
1976,0,0,0,2190,13,0,0,0,0,0,0
616,0,0,0,1719,22,0,0,0,0,0,0
134,0,0,1,541,22,0,0,0,0,0,0
3827,0,0,1,1819,4,0,0,0,0,0,0
1976,0,0,1,2236,20,0,0,0,0,0,0
5846,0,0,1,2888,15,0,0,0,0,0,0
4148,0,1,0,4740,7,0,0,0,0,0,0
932,0,0,0,1194,9,0,1,0,0,0,0
2638,0,0,0,2789,16,0,0,0,0,0,0
684,0,0,0,513,24,0,0,0,0,0,0
1657,0,0,0,2247,7,0,0,0,0,0,0
2700,0,0,0,451,31,0,0,0,0,0,0
4984,0,0,1,3046,20,0,0,0,0,0,0
1015,0,0,0,150,8,0,0,0,0,0,0
870,0,0,0,726,29,1,0,0,0,0,0
3446,0,0,1,6489,13,0,0,0,0,0,0
2998,0,1,0,313,2,0,0,0,0,0,0
3957,0,0,1,3721,2,0,0,0,0,0,0
674,0,0,0,1198,17,1,0,0,0,0,0
3137,0,0,0,3267,18,0,0,0,0,0,0
5022,0,0,0,1841,7,0,0,0,0,0,0
3164,0,0,1,2138,15,0,0,0,0,0,0
4797,0,0,1,2121,10,0,0,0,0,0,0
6091,0,0,0,1426,8,0,0,0,0,0,0
1590,0,0,0,794,8,0,0,0,0,0,0
150,0,0,0,300,8,1,0,0,0,0,0
722,0,0,0,430,35,1,0,0,0,0,0
2285,0,0,0,3591,14,0,0,0,0,0,0
2605,1,0,0,1154,7,0,0,0,0,0,0
3881,0,0,1,1354,2,0,0,0,0,0,0
1316,0,0,0,859,25,0,0,0,0,0,0
3150,0,0,0,3255,12,0,0,0,0,0,0
3456,0,0,0,1224,5,0,0,0,0,0,0
4914,0,0,0,2177,11,0,0,0,0,0,0
510,0,0,0,426,26,0,0,0,0,0,0
3478,0,1,0,2791,9,0,0,0,0,0,0
2896,0,0,0,5383,9,0,0,0,0,0,0
1195,0,0,1,3844,16,0,0,0,0,0,0
1218,0,0,0,722,18,0,0,0,0,0,0
5380,0,0,0,366,7,0,0,1,0,0,0
3808,0,0,0,5236,10,0,0,0,0,0,0
3311,0,0,0,4408,12,0,0,0,0,1,0
3122,0,0,0,933,11,0,0,0,0,0,0
1638,1,0,0,3577,18,0,0,0,0,0,0
5392,0,0,0,1507,12,0,0,0,0,0,0
330,0,0,0,247,14,1,0,0,0,0,0
1062,0,0,0,1167,15,1,0,0,0,0,0
2848,0,0,0,1380,11,0,0,1,0,0,0
1248,0,0,0,1672,25,0,0,0,0,0,1
990,0,0,0,1366,31,0,0,0,0,0,0
1357,0,0,0,2016,22,0,0,0,0,0,0
1092,0,0,1,1824,4,0,0,0,0,0,0
4901,0,0,1,2588,25,0,0,0,0,0,0
190,0,1,0,1689,11,0,0,0,0,0,0
3693,0,0,0,1061,12,0,1,0,0,0,0
2215,0,0,0,1719,23,0,0,0,0,0,0
1452,0,1,0,1294,16,0,0,0,0,0,0
1465,0,0,0,2337,12,0,0,0,0,0,0
295,0,0,0,510,26,0,0,0,0,0,0
258,0,0,1,2778,10,0,0,0,0,0,0
2781,0,0,0,5520,9,0,0,0,0,0,0
2638,0,0,0,957,24,0,0,0,0,0,1
4188,0,0,0,3505,17,0,1,0,0,0,0
2848,0,0,0,474,11,0,0,0,0,0,0
679,0,0,0,713,21,1,0,0,0,0,0
2138,0,0,0,592,11,0,0,0,0,0,0
1385,0,1,0,511,7,0,0,0,0,0,0
3000,0,0,0,3000,10,0,0,0,0,0,0
469,0,0,0,1839,12,0,0,0,0,0,0
5530,0,0,1,2724,11,0,0,0,0,0,0
2552,0,0,0,120,13,0,0,0,0,0,0
1538,0,0,0,537,16,0,0,0,0,0,0
3744,0,0,1,3594,18,0,0,0,0,0,0
5661,1,0,0,2356,6,0,0,0,0,0,0
1504,0,0,0,1433,10,0,0,0,0,0,0
3060,0,0,0,874,14,0,0,0,0,0,0
1022,0,0,0,1374,6,0,0,0,0,0,0
649,0,0,0,655,10,1,0,0,0,0,0
1158,0,0,0,2109,14,0,0,0,0,0,0
2340,0,0,0,2403,7,0,0,0,0,0,0
1583,0,0,0,272,19,1,0,0,0,0,0
5822,0,0,0,4484,14,0,0,0,0,0,0
1691,0,0,0,2657,10,0,0,0,0,0,0
5041,0,0,0,3572,11,0,0,1,0,0,0
3164,0,0,0,2584,12,0,0,0,0,0,0
582,1,0,0,930,8,0,0,0,0,0,0
242,0,0,0,1584,12,0,0,0,0,0,0
4239,0,0,0,3978,6,0,0,0,0,1,0
1989,0,0,0,3429,14,0,0,0,0,0,0
2131,0,0,0,2809,10,0,0,0,0,0,0
446,0,0,0,684,32,1,0,0,0,0,0
1911,0,1,0,811,9,0,0,0,0,0,0
5064,0,0,1,999,7,0,0,0,0,0,0
1353,0,1,0,1350,14,0,0,0,0,0,0
4600,0,0,0,1040,11,0,0,0,0,0,0
1677,0,0,0,1463,31,0,0,0,0,0,0
4650,1,0,0,2620,8,0,0,0,0,0,0
1770,0,0,0,1291,5,0,0,0,0,0,0
685,0,0,0,816,22,0,0,0,0,0,0
1198,0,1,0,2023,7,0,0,0,0,0,0
3136,0,0,0,1341,16,0,0,0,0,0,0
1622,0,0,0,1260,24,0,0,0,0,0,1
3180,0,0,1,2048,10,0,0,0,0,0,0
1055,0,0,0,601,3,1,0,0,0,0,0
2543,0,0,0,6788,2,0,0,0,0,0,0
2423,0,0,0,1579,19,0,0,0,0,0,0
2402,0,1,0,1426,13,0,0,0,0,0,0
4461,0,0,0,6153,7,0,0,0,0,0,0
4412,1,0,0,1742,6,0,0,0,0,0,0
1198,0,1,0,1443,7,0,0,0,0,0,0
2040,0,0,0,1610,28,0,0,0,0,0,0
4025,0,0,1,1357,5,0,0,0,0,0,0
3151,0,0,1,1865,8,0,0,0,0,0,0
2256,0,0,0,5961,6,0,0,0,0,0,0
810,0,0,0,1356,8,0,0,0,0,0,0
2024,0,0,0,2240,25,0,0,0,0,0,0
1366,0,0,0,916,23,1,0,0,0,0,0
1800,0,0,0,2173,18,0,0,0,0,0,0
6039,1,0,0,285,5,0,0,0,0,0,0
5123,0,0,1,1423,26,0,0,0,0,0,0
1351,0,0,0,1159,27,0,0,0,0,0,0
256,0,0,0,1443,17,0,0,0,0,0,0
247,0,0,0,1595,21,0,0,0,0,0,0
4347,1,0,0,1579,6,0,0,0,0,0,0
503,0,0,0,430,3,0,0,0,1,0,0
3059,0,0,0,2768,6,0,0,0,0,0,0
4280,0,0,0,3973,19,0,0,0,0,0,0
2938,0,0,0,1262,29,0,0,0,0,0,1
335,1,0,0,1302,8,0,0,0,0,0,0
1528,0,0,0,95,24,1,0,0,0,0,0
1511,0,0,0,1441,8,0,0,0,0,0,0
3151,0,0,0,3488,13,0,0,0,0,0,0
3099,0,0,1,2696,13,0,0,0,0,0,0
2603,0,0,0,2042,28,0,0,0,0,0,0
1351,0,0,0,845,19,0,0,0,0,0,0
1398,0,0,0,792,18,0,0,0,0,0,0
808,0,0,0,1101,1,0,0,0,0,0,0
5660,0,0,1,4869,14,0,0,0,0,0,0
1998,0,0,0,2187,12,0,0,0,0,0,0
1906,0,0,0,1800,13,0,0,0,0,0,0
2412,0,0,0,1084,15,0,0,0,0,0,0
1614,0,1,0,780,3,0,0,0,0,0,0
1288,0,0,0,1291,23,0,0,0,1,0,0
2508,0,0,0,2787,9,0,0,0,0,0,0
1395,0,1,0,636,10,0,0,0,0,0,0
2010,0,0,0,1538,19,0,0,0,0,0,0
1806,0,0,0,1651,12,0,0,0,0,0,0
5609,0,0,1,2872,17,0,0,0,0,0,0
3049,0,0,1,2264,12,0,0,0,0,0,0
2643,0,0,0,1632,12,0,0,0,0,0,0
1998,0,0,0,424,16,0,0,0,0,0,0
2967,0,0,0,2301,12,0,1,0,0,0,0
376,0,0,0,1318,9,0,0,0,0,0,0
4965,1,0,0,2325,5,0,0,0,0,0,0
1567,0,1,0,633,9,0,0,0,0,0,0
2190,0,0,0,914,16,0,0,0,0,0,0
904,0,0,0,1527,10,0,0,0,0,0,0
268,0,0,0,458,21,1,0,0,0,0,0
765,0,0,0,631,22,0,0,0,0,0,0
1243,0,1,0,424,6,0,0,0,0,0,0
270,1,0,0,1383,2,0,0,0,0,0,0
1451,0,0,0,1154,15,0,0,0,0,0,0
4841,0,0,1,2940,19,0,0,0,0,0,0
1351,0,1,0,1080,17,0,0,0,0,0,0
1366,0,0,0,1131,24,0,0,0,0,0,0
3066,0,1,0,904,14,0,0,0,0,0,0
1142,0,0,1,2170,25,0,0,0,0,0,0
474,0,0,0,2652,10,0,0,0,0,0,0
2072,0,0,1,1702,5,0,0,0,0,0,0
4147,0,0,0,5162,11,0,0,0,0,0,0
1776,0,0,0,2296,16,0,0,0,0,0,0
5232,0,0,1,1231,2,0,0,0,0,0,0
4858,0,0,1,2766,15,0,0,0,0,0,0
2177,0,0,0,1124,19,0,0,0,0,0,0
4268,0,0,0,3890,9,0,0,0,0,0,0
2836,0,0,0,1041,15,0,0,0,0,0,1
2252,0,1,0,4179,16,0,0,0,0,0,0
1991,0,0,0,836,17,0,0,0,0,0,0
408,0,0,1,2343,16,0,0,0,0,0,0
1006,0,0,0,1406,24,0,0,0,0,0,1
3004,0,0,0,1777,14,0,0,0,0,0,0
4198,0,0,1,765,14,0,0,0,0,0,0
2304,0,0,1,3004,1,0,0,0,0,0,0
1167,0,0,0,2041,6,0,0,0,0,0,0
1003,0,0,0,1844,17,0,0,0,0,0,1
2905,0,0,0,808,13,0,0,0,0,0,0
3272,0,0,1,3072,15,0,0,0,0,0,0
1230,0,0,1,1919,15,0,0,0,0,0,0
5245,0,0,1,2274,19,0,0,0,0,0,0
1316,0,0,0,1401,23,0,0,1,0,0,0
5022,0,0,1,1503,16,0,0,0,0,0,0
5518,0,0,0,1288,17,0,0,0,0,0,0
1786,0,0,0,939,14,0,0,0,0,0,0
1290,0,0,0,1565,7,0,0,0,0,0,0
5205,0,0,1,1478,15,0,0,0,0,0,0
6936,0,0,1,2553,12,0,0,0,0,0,0
331,0,0,0,830,18,1,0,0,0,0,0
1200,0,0,0,2219,6,0,0,0,0,0,0
607,0,0,0,807,27,1,0,0,0,0,0
2317,0,0,0,703,16,0,0,0,0,0,0
3555,0,0,0,283,12,0,0,0,0,0,0
4707,0,0,0,900,11,0,0,0,0,0,0
3283,0,0,0,2096,11,0,0,0,0,0,0
3658,0,0,0,1302,20,0,1,0,0,0,0
485,0,0,0,1113,11,1,0,0,0,0,0
771,0,0,0,1804,9,0,0,0,0,0,0
342,0,0,0,459,26,1,0,0,0,0,0
2818,0,0,0,503,6,0,0,1,0,0,0
589,0,0,0,1600,17,0,0,0,0,0,0
1727,0,0,0,3638,17,0,0,0,0,0,0
930,0,0,1,242,9,0,0,0,0,0,0
693,0,0,0,1182,26,0,0,0,0,0,0
1793,0,0,1,2221,9,0,0,0,0,0,0
2536,0,1,0,1944,4,0,0,0,0,0,0
1423,0,0,0,755,30,1,0,0,0,0,0
2797,0,0,1,6715,9,0,0,0,0,0,0
1082,1,0,0,553,22,0,0,0,0,0,0
1915,0,0,0,2969,13,0,0,1,0,0,0
5711,0,1,0,1103,7,0,0,0,0,0,0
2971,0,1,0,1215,13,0,0,0,0,0,0
210,0,0,1,1201,26,0,0,0,0,0,0
1519,0,0,1,1507,8,0,0,0,0,0,0
1355,0,0,0,258,29,0,0,0,0,0,0
459,0,0,0,1168,19,0,0,0,0,0,0
904,1,0,0,1651,13,0,0,0,0,0,0
1468,0,0,0,1762,19,0,0,0,0,0,0
853,0,0,0,1613,9,0,0,0,0,0,0
258,0,0,0,671,25,1,0,0,0,0,0
1328,0,0,0,1114,29,0,0,0,0,0,0
2414,0,0,1,2979,14,0,0,0,0,0,0
1054,0,0,0,1583,20,0,0,0,0,0,0
2252,0,0,0,1566,32,0,0,0,0,0,0
5516,0,1,0,691,11,0,0,0,0,0,0
979,0,0,0,1243,9,1,0,0,0,0,0
805,0,1,0,1239,6,0,0,0,0,0,0
942,1,0,0,2831,6,0,0,0,0,0,0
2462,0,0,0,2273,20,0,0,0,0,0,0
1519,0,0,1,2663,18,0,0,0,0,0,0
573,0,0,0,2753,11,0,0,0,0,0,0
2638,0,0,0,6747,11,0,0,0,0,0,0
3588,0,0,1,1641,13,0,0,0,0,0,0
201,0,0,0,180,16,1,0,0,0,0,0
1930,0,0,0,2032,15,0,0,0,0,0,0
1195,0,0,0,942,13,0,0,0,0,0,0
1974,0,0,0,2308,15,0,0,0,0,0,0
2428,0,0,0,1575,21,0,0,0,0,0,0
1832,0,0,0,1390,15,0,0,0,0,0,0
1718,0,0,0,1077,20,0,0,0,0,0,0
4682,0,0,0,2802,4,0,0,0,0,0,0
2008,0,0,0,2469,2,0,0,0,0,0,0
2866,0,0,0,1154,8,0,0,0,0,0,0
2713,1,0,0,1077,7,0,0,0,0,0,0
3797,0,1,0,1556,6,0,0,0,0,0,0
3449,0,0,1,902,5,0,0,0,0,0,0
646,0,0,0,1338,14,0,0,0,0,0,0
882,0,1,0,1621,12,0,0,0,0,0,0
5557,0,0,0,4773,7,0,0,0,0,0,0
2197,0,0,0,216,16,0,0,0,0,0,0
1371,0,0,0,258,16,0,0,0,0,0,0
2448,0,0,0,192,11,0,0,0,0,0,0
2873,0,0,0,1747,15,0,0,0,0,0,0
2875,0,0,0,484,13,0,0,0,0,0,0
4163,0,0,0,3824,13,0,0,0,0,0,0
3274,0,0,1,5727,16,0,0,0,0,0,0
1914,0,0,0,1505,6,0,0,0,0,0,0
927,0,0,0,1892,17,0,0,0,0,0,0
1032,0,0,0,677,19,1,0,0,0,0,0
1292,0,0,0,949,23,0,0,0,0,0,0
2927,0,0,0,907,15,0,0,0,0,0,0
5852,0,0,1,5476,11,0,0,0,0,0,0
2183,0,0,0,2300,16,0,0,0,0,0,0
1533,0,0,1,3406,18,0,0,0,0,0,0
1671,0,0,0,1390,25,0,0,0,0,0,1
379,0,0,0,1577,28,0,0,0,0,0,0
6023,0,0,1,6166,11,0,0,0,0,0,0
2502,0,0,1,6812,16,0,0,0,0,0,0
3905,0,0,0,648,9,0,0,0,0,0,0
3396,0,0,0,2002,12,0,0,0,0,0,0
1440,0,0,0,2297,14,0,1,0,0,0,0
3861,0,0,1,994,6,0,0,0,0,0,0
5137,0,0,1,2071,14,0,0,0,0,0,0
1061,0,1,0,2975,15,0,0,0,0,0,0
2233,0,1,0,3056,12,0,0,0,0,0,0
5294,0,0,1,2571,12,0,0,0,0,0,0
2526,1,0,0,934,13,0,0,0,0,0,0
992,0,0,0,960,9,0,0,0,0,0,0
162,0,0,0,2665,16,0,0,0,0,0,0
420,0,0,0,430,7,0,0,0,0,0,0
1430,0,0,0,638,25,1,0,0,0,0,0
2630,0,0,0,1926,5,0,0,0,0,0,0
1062,0,0,0,1624,22,0,0,0,0,0,0
592,0,0,0,1537,18,0,0,0,0,0,0
793,0,0,1,1321,16,0,0,0,0,0,0
2358,0,0,0,6792,6,0,0,0,0,0,0
4318,0,0,1,4117,15,0,0,0,0,0,0
1115,0,0,0,1693,13,0,0,0,0,0,0
5371,0,0,0,3032,16,0,0,0,0,0,0
2353,0,0,0,6620,12,0,0,0,0,0,0
3360,0,0,0,4954,17,0,0,0,0,0,0
3937,0,0,1,3948,7,0,0,0,0,0,0
1236,0,1,0,484,7,0,0,0,0,0,0
1630,1,0,0,1855,13,0,0,0,0,0,0
150,0,0,0,816,14,0,0,0,0,0,0
511,1,0,0,2063,16,0,0,0,0,0,0
3271,0,0,0,1231,11,0,0,0,0,0,0
1950,0,0,0,2126,20,0,0,0,0,0,0
1194,0,0,0,755,13,0,0,0,0,0,0
4219,0,0,0,1533,5,0,0,0,0,0,0
2232,0,0,0,1025,10,0,1,0,0,0,0
990,0,0,0,5070,11,0,0,0,0,0,0
1082,1,0,0,4574,15,0,0,0,0,0,0
2265,1,0,0,2064,8,0,0,0,0,0,0
3463,0,0,1,4361,11,0,0,0,0,0,0
1943,0,0,0,2463,5,0,0,0,0,0,0
2670,0,0,0,272,26,0,0,0,0,0,0
1786,0,0,0,2384,14,0,0,0,0,0,0
612,0,0,0,864,9,0,0,0,0,0,0
579,0,0,0,1667,16,0,0,0,0,0,0
1061,0,0,0,708,14,0,0,0,0,0,0
4943,0,0,0,2875,14,0,0,0,0,0,0
942,0,0,0,994,23,1,0,0,0,0,0
404,0,0,0,600,13,1,0,0,0,0,0
1905,0,0,0,1442,5,0,0,0,0,0,0
1485,0,0,0,2203,7,0,0,0,0,0,0
2407,0,1,0,994,19,0,0,0,0,0,0
5312,0,0,0,1507,4,0,0,0,0,0,0
2315,0,0,1,1740,5,0,0,0,0,0,0
4961,0,0,1,2143,7,0,0,0,0,0,0
2461,0,1,0,1065,19,0,0,0,0,0,0
3957,0,0,0,4056,22,0,1,0,0,0,0
1937,0,1,0,3866,6,0,0,0,0,0,0
2440,0,0,0,3357,10,0,0,0,0,0,0
1031,0,0,0,95,9,1,0,0,0,0,0
810,0,0,0,1249,35,0,0,0,0,0,0
3740,0,0,1,1463,7,0,0,0,0,0,0
2202,0,0,0,420,15,0,0,0,0,0,0
3120,0,0,1,1600,28,0,0,0,0,0,0
1092,0,0,0,1261,21,0,0,0,0,0,1
1055,0,0,0,1025,11,1,0,0,0,0,0
5197,0,0,0,1678,18,0,0,0,0,0,0
1100,0,0,0,2130,3,0,0,0,0,0,0
1259,0,0,0,2530,25,0,0,0,0,0,0
1183,0,0,0,6000,5,0,0,0,0,0,0
750,0,0,0,450,15,0,0,0,0,0,0
3150,0,0,0,3240,13,0,0,0,0,0,0
932,0,0,0,2616,15,0,0,0,0,0,0
